Level	Amplify	Defense Skill	Dodge	Parry	Block	Hit - Melee	Hit - Ranged	Hit - Spell	Crit - Melee	Crit - Ranged	Crit - Spell	Multi-Strike	Readiness	Speed	Resilience - Crit Taken	Resilience - Player Damage	Lifesteal	Haste - Melee	Haste - Ranged	Haste - Spell	Avoidance	Sturdiness	Unused 7	Expertise	Armor Penetration	Mastery	PvP Power	Cleave	Versatility - Damage Done	Versatility - Healing Done	Versatility - Damage Taken	Unused 12
14	14.87423894	0.356981734	3.30538643	3.30538643	1.487423894	1.636166283	1.636166283	1.636166283	2.974847787	2.974847787	2.974847787	0	2.974847787	0.826346608	0	1.487423894	1.652693215	2.809578466	2.809578466	2.809578466	1.156885251	0.297484779	0	1.636166283	0	2.974847787	1.308933026	2.974847787	3.511973082	3.511973082	7.023946164	0
15	14.87423894	0.356981734	3.30538643	3.30538643	1.487423894	1.636166283	1.636166283	1.636166283	2.974847787	2.974847787	2.974847787	0	2.974847787	0.826346608	0	1.487423894	1.652693215	2.809578466	2.809578466	2.809578466	1.156885251	0.297484779	0	1.636166283	0	2.974847787	1.308933026	2.974847787	3.511973082	3.511973082	7.023946164	0
16	14.87423894	0.356981734	3.30538643	3.30538643	1.487423894	1.636166283	1.636166283	1.636166283	2.974847787	2.974847787	2.974847787	0	2.974847787	0.826346608	0	1.487423894	1.652693215	2.809578466	2.809578466	2.809578466	1.156885251	0.297484779	0	1.636166283	0	2.974847787	1.308933026	2.974847787	3.511973082	3.511973082	7.023946164	0
17	15.46920849	0.371261004	3.437601887	3.437601887	1.546920849	1.701612934	1.701612934	1.701612934	3.093841699	3.093841699	3.093841699	0	3.093841699	0.859400472	0	1.546920849	1.718800944	2.921961604	2.921961604	2.921961604	1.203160661	0.30938417	0	1.701612934	0	3.093841699	1.361290347	3.093841699	3.652452005	3.652452005	7.304904011	0
18	16.06417805	0.385540273	3.569817345	3.569817345	1.606417805	1.767059586	1.767059586	1.767059586	3.21283561	3.21283561	3.21283561	0	3.21283561	0.892454336	0	1.606417805	1.784908672	3.034344743	3.034344743	3.034344743	1.249436071	0.321283561	0	1.767059586	0	3.21283561	1.413647668	3.21283561	3.792930929	3.792930929	7.585861857	0
19	16.65914761	0.399819543	3.702032802	3.702032802	1.665914761	1.832506237	1.832506237	1.832506237	3.331829522	3.331829522	3.331829522	0	3.331829522	0.9255082	0	1.665914761	1.851016401	3.146727882	3.146727882	3.146727882	1.295711481	0.333182952	0	1.832506237	0	3.331829522	1.46600499	3.331829522	3.933409852	3.933409852	7.866819704	0
20	17.25411717	0.414098812	3.834248259	3.834248259	1.725411717	1.897952888	1.897952888	1.897952888	3.450823433	3.450823433	3.450823433	0	3.450823433	0.958562065	0	1.725411717	1.91712413	3.25911102	3.25911102	3.25911102	1.341986891	0.345082343	0	1.897952888	0	3.450823433	1.518362311	3.450823433	4.073888775	4.073888775	8.147777551	0
21	17.84908672	0.428378081	3.966463716	3.966463716	1.784908672	1.96339954	1.96339954	1.96339954	3.569817345	3.569817345	3.569817345	0	3.569817345	0.991615929	0	1.784908672	1.983231858	3.371494159	3.371494159	3.371494159	1.388262301	0.356981734	0	1.96339954	0	3.569817345	1.570719632	3.569817345	4.214367699	4.214367699	8.428735397	0
22	18.44405628	0.442657351	4.098679173	4.098679173	1.844405628	2.028846191	2.028846191	2.028846191	3.688811256	3.688811256	3.688811256	0	3.688811256	1.024669793	0	1.844405628	2.049339587	3.483877297	3.483877297	3.483877297	1.434537711	0.368881126	0	2.028846191	0	3.688811256	1.623076953	3.688811256	4.354846622	4.354846622	8.709693244	0
23	19.03902584	0.45693662	4.230894631	4.230894631	1.903902584	2.094292842	2.094292842	2.094292842	3.807805168	3.807805168	3.807805168	0	3.807805168	1.057723658	0	1.903902584	2.115447315	3.596260436	3.596260436	3.596260436	1.480813121	0.380780517	0	2.094292842	0	3.807805168	1.675434274	3.807805168	4.495325545	4.495325545	8.99065109	0
24	19.6339954	0.471215889	4.363110088	4.363110088	1.96339954	2.159739494	2.159739494	2.159739494	3.926799079	3.926799079	3.926799079	0	3.926799079	1.090777522	0	1.96339954	2.181555044	3.708643575	3.708643575	3.708643575	1.527088531	0.392679908	0	2.159739494	0	3.926799079	1.727791595	3.926799079	4.635804468	4.635804468	9.271608937	0
25	20.22896495	0.485495159	4.495325545	4.495325545	2.022896495	2.225186145	2.225186145	2.225186145	4.045792991	4.045792991	4.045792991	0	4.045792991	1.123831386	0	2.022896495	2.247662773	3.821026713	3.821026713	3.821026713	1.573363941	0.404579299	0	2.225186145	0	4.045792991	1.780148916	4.045792991	4.776283392	4.776283392	9.552566783	0
26	20.82393451	0.499774428	4.627541002	4.627541002	2.082393451	2.290632796	2.290632796	2.290632796	4.164786902	4.164786902	4.164786902	0	4.164786902	1.156885251	0	2.082393451	2.313770501	3.933409852	3.933409852	3.933409852	1.619639351	0.41647869	0	2.290632796	0	4.164786902	1.832506237	4.164786902	4.916762315	4.916762315	9.83352463	0
27	21.41890407	0.514053698	4.75975646	4.75975646	2.141890407	2.356079447	2.356079447	2.356079447	4.283780814	4.283780814	4.283780814	0	4.283780814	1.189939115	0	2.141890407	2.37987823	4.045792991	4.045792991	4.045792991	1.665914761	0.428378081	0	2.356079447	0	4.283780814	1.884863558	4.283780814	5.057241238	5.057241238	10.11448248	0
28	22.01387363	0.528332967	4.891971917	4.891971917	2.201387363	2.421526099	2.421526099	2.421526099	4.402774725	4.402774725	4.402774725	0	4.402774725	1.222992979	0	2.201387363	2.445985958	4.158176129	4.158176129	4.158176129	1.712190171	0.440277473	0	2.421526099	0	4.402774725	1.937220879	4.402774725	5.197720162	5.197720162	10.39544032	0
29	22.60884318	0.542612236	5.024187374	5.024187374	2.260884318	2.48697275	2.48697275	2.48697275	4.521768637	4.521768637	4.521768637	0	4.521768637	1.256046843	0	2.260884318	2.512093687	4.270559268	4.270559268	4.270559268	1.758465581	0.452176864	0	2.48697275	0	4.521768637	1.9895782	4.521768637	5.338199085	5.338199085	10.67639817	0
30	23.20381274	0.556891506	5.156402831	5.156402831	2.320381274	2.552419401	2.552419401	2.552419401	4.640762548	4.640762548	4.640762548	0	4.640762548	1.289100708	0	2.320381274	2.578201416	4.382942406	4.382942406	4.382942406	1.804740991	0.464076255	0	2.552419401	0	4.640762548	2.041935521	4.640762548	5.478678008	5.478678008	10.95735602	0
31	23.7987823	0.571170775	5.288618288	5.288618288	2.37987823	2.617866053	2.617866053	2.617866053	4.75975646	4.75975646	4.75975646	0	4.75975646	1.322154572	0	2.37987823	2.644309144	4.495325545	4.495325545	4.495325545	1.851016401	0.475975646	0	2.617866053	0	4.75975646	2.094292842	4.75975646	5.619156931	5.619156931	11.23831386	0
32	24.39375186	0.585450045	5.420833746	5.420833746	2.439375186	2.683312704	2.683312704	2.683312704	4.878750371	4.878750371	4.878750371	0	4.878750371	1.355208436	0	2.439375186	2.710416873	4.607708684	4.607708684	4.607708684	1.897291811	0.487875037	0	2.683312704	0	4.878750371	2.146650163	4.878750371	5.759635855	5.759635855	11.51927171	0
33	24.98872141	0.599729314	5.553049203	5.553049203	2.498872141	2.748759355	2.748759355	2.748759355	4.997744282	4.997744282	4.997744282	0	4.997744282	1.388262301	0	2.498872141	2.776524601	4.720091822	4.720091822	4.720091822	1.943567221	0.499774428	0	2.748759355	0	4.997744282	2.199007484	4.997744282	5.900114778	5.900114778	11.80022956	0
34	25.58369097	0.614008583	5.68526466	5.68526466	2.558369097	2.814206007	2.814206007	2.814206007	5.116738194	5.116738194	5.116738194	0	5.116738194	1.421316165	0	2.558369097	2.84263233	4.832474961	4.832474961	4.832474961	1.989842631	0.511673819	0	2.814206007	0	5.116738194	2.251364805	5.116738194	6.040593701	6.040593701	12.0811874	0
35	26.17866053	0.628287853	5.817480117	5.817480117	2.617866053	2.879652658	2.879652658	2.879652658	5.235732105	5.235732105	5.235732105	0	5.235732105	1.454370029	0	2.617866053	2.908740059	4.9448581	4.9448581	4.9448581	2.036118041	0.523573211	0	2.879652658	0	5.235732105	2.303722126	5.235732105	6.181072625	6.181072625	12.36214525	0
36	26.77363008	0.642567122	5.949695574	5.949695574	2.677363008	2.945099309	2.945099309	2.945099309	5.354726017	5.354726017	5.354726017	0	5.354726017	1.487423894	0	2.677363008	2.974847787	5.057241238	5.057241238	5.057241238	2.082393451	0.535472602	0	2.945099309	0	5.354726017	2.356079447	5.354726017	6.321551548	6.321551548	12.6431031	0
37	27.36859964	0.656846391	6.081911032	6.081911032	2.736859964	3.010545961	3.010545961	3.010545961	5.473719928	5.473719928	5.473719928	0	5.473719928	1.520477758	0	2.736859964	3.040955516	5.169624377	5.169624377	5.169624377	2.128668861	0.547371993	0	3.010545961	0	5.473719928	2.408436769	5.473719928	6.462030471	6.462030471	12.92406094	0
38	27.9635692	0.671125661	6.214126489	6.214126489	2.79635692	3.075992612	3.075992612	3.075992612	5.59271384	5.59271384	5.59271384	0	5.59271384	1.553531622	0	2.79635692	3.107063244	5.282007515	5.282007515	5.282007515	2.174944271	0.559271384	0	3.075992612	0	5.59271384	2.46079409	5.59271384	6.602509394	6.602509394	13.20501879	0
39	28.55853876	0.68540493	6.346341946	6.346341946	2.855853876	3.141439263	3.141439263	3.141439263	5.711707751	5.711707751	5.711707751	0	5.711707751	1.586585487	0	2.855853876	3.173170973	5.394390654	5.394390654	5.394390654	2.221219681	0.571170775	0	3.141439263	0	5.711707751	2.513151411	5.711707751	6.742988318	6.742988318	13.48597664	0
40	29.15350831	0.6996842	6.478557403	6.478557403	2.915350831	3.206885915	3.206885915	3.206885915	5.830701663	5.830701663	5.830701663	0	5.830701663	1.619639351	0	2.915350831	3.239278702	5.506773793	5.506773793	5.506773793	2.267495091	0.583070166	0	3.206885915	0	5.830701663	2.565508732	5.830701663	6.883467241	6.883467241	13.76693448	0
41	29.74847787	0.713963469	6.61077286	6.61077286	2.974847787	3.272332566	3.272332566	3.272332566	5.949695574	5.949695574	5.949695574	0	5.949695574	1.652693215	0	2.974847787	3.30538643	5.619156931	5.619156931	5.619156931	2.313770501	0.594969557	0	3.272332566	0	5.949695574	2.617866053	5.949695574	7.023946164	7.023946164	14.04789233	0
42	30.34344743	0.728242738	6.742988318	6.742988318	3.034344743	3.337779217	3.337779217	3.337779217	6.068689486	6.068689486	6.068689486	0	6.068689486	1.685747079	0	3.034344743	3.371494159	5.73154007	5.73154007	5.73154007	2.360045911	0.606868949	0	3.337779217	0	6.068689486	2.670223374	6.068689486	7.164425088	7.164425088	14.32885018	0
43	30.93841699	0.742522008	6.875203775	6.875203775	3.093841699	3.403225869	3.403225869	3.403225869	6.187683397	6.187683397	6.187683397	0	6.187683397	1.718800944	0	3.093841699	3.437601887	5.843923209	5.843923209	5.843923209	2.406321321	0.61876834	0	3.403225869	0	6.187683397	2.722580695	6.187683397	7.304904011	7.304904011	14.60980802	0
44	31.53338654	0.756801277	7.007419232	7.007419232	3.153338654	3.46867252	3.46867252	3.46867252	6.306677309	6.306677309	6.306677309	0	6.306677309	1.751854808	0	3.153338654	3.503709616	5.956306347	5.956306347	5.956306347	2.452596731	0.630667731	0	3.46867252	0	6.306677309	2.774938016	6.306677309	7.445382934	7.445382934	14.89076587	0
45	32.1283561	0.771080546	7.139634689	7.139634689	3.21283561	3.534119171	3.534119171	3.534119171	6.42567122	6.42567122	6.42567122	0	6.42567122	1.784908672	0	3.21283561	3.569817345	6.068689486	6.068689486	6.068689486	2.498872141	0.642567122	0	3.534119171	0	6.42567122	2.827295337	6.42567122	7.585861857	7.585861857	15.17172371	0
46	32.7326789	0.785584294	7.273928644	7.273928644	3.27326789	3.600594679	3.600594679	3.600594679	6.546535779	6.546535779	6.546535779	0	6.546535779	1.818482161	0	3.27326789	3.636964322	6.182839347	6.182839347	6.182839347	2.545875025	0.654653578	0	3.600594679	0	6.546535779	2.880475743	6.546535779	7.728549184	7.728549184	15.45709837	0
47	33.34836878	0.800360851	7.410748619	7.410748619	3.334836878	3.668320566	3.668320566	3.668320566	6.669673757	6.669673757	6.669673757	0	6.669673757	1.852687155	0	3.334836878	3.705374309	6.299136326	6.299136326	6.299136326	2.593762017	0.666967376	0	3.668320566	0	6.669673757	2.934656453	6.669673757	7.873920407	7.873920407	15.74784081	0
48	33.97563958	0.81541535	7.550142128	7.550142128	3.397563958	3.737320354	3.737320354	3.737320354	6.795127915	6.795127915	6.795127915	0	6.795127915	1.887535532	0	3.397563958	3.775071064	6.417620809	6.417620809	6.417620809	2.642549745	0.679512792	0	3.737320354	0	6.795127915	2.989856283	6.795127915	8.022026011	8.022026011	16.04405202	0
49	34.61470911	0.830753019	7.69215758	7.69215758	3.461470911	3.807618002	3.807618002	3.807618002	6.922941822	6.922941822	6.922941822	0	6.922941822	1.923039395	0	3.461470911	3.84607879	6.538333943	6.538333943	6.538333943	2.692255153	0.692294182	0	3.807618002	0	6.922941822	3.046094401	6.922941822	8.172917428	8.172917428	16.34583486	0
50	35.26579931	0.846379183	7.83684429	7.83684429	3.526579931	3.879237924	3.879237924	3.879237924	7.053159861	7.053159861	7.053159861	0	7.053159861	1.959211073	0	3.526579931	3.918422145	6.661317647	6.661317647	6.661317647	2.742895502	0.705315986	0	3.879237924	0	7.053159861	3.103390339	7.053159861	8.326647058	8.326647058	16.65329412	0
51	35.92913628	0.862299271	7.984252506	7.984252506	3.592913628	3.95220499	3.95220499	3.95220499	7.185827255	7.185827255	7.185827255	0	7.185827255	1.996063126	0	3.592913628	3.992126253	6.78661463	6.78661463	6.78661463	2.794488377	0.718582726	0	3.95220499	0	7.185827255	3.161763992	7.185827255	8.483268287	8.483268287	16.96653657	0
52	36.60495037	0.878518809	8.134433417	8.134433417	3.660495037	4.026544541	4.026544541	4.026544541	7.320990075	7.320990075	7.320990075	0	7.320990075	2.033608354	0	3.660495037	4.067216708	6.914268404	6.914268404	6.914268404	2.847051696	0.732099007	0	4.026544541	0	7.320990075	3.221235633	7.320990075	8.642835505	8.642835505	17.28567101	0
53	37.29347629	0.895043431	8.287439176	8.287439176	3.729347629	4.102282392	4.102282392	4.102282392	7.458695259	7.458695259	7.458695259	0	7.458695259	2.071859794	0	3.729347629	4.143719588	7.0443233	7.0443233	7.0443233	2.900603712	0.745869526	0	4.102282392	0	7.458695259	3.281825914	7.458695259	8.805404125	8.805404125	17.61080825	0
54	37.99495314	0.911878875	8.443322919	8.443322919	3.799495314	4.179444845	4.179444845	4.179444845	7.598990627	7.598990627	7.598990627	0	7.598990627	2.11083073	0	3.799495314	4.22166146	7.176824481	7.176824481	7.176824481	2.955163022	0.759899063	0	4.179444845	0	7.598990627	3.343555876	7.598990627	8.971030602	8.971030602	17.9420612	0
55	38.70962451	0.929030988	8.602138779	8.602138779	3.870962451	4.258058696	4.258058696	4.258058696	7.741924901	7.741924901	7.741924901	0	7.741924901	2.150534695	0	3.870962451	4.30106939	7.311817962	7.311817962	7.311817962	3.010748573	0.77419249	0	4.258058696	0	7.741924901	3.406446956	7.741924901	9.139772453	9.139772453	18.27954491	0
56	39.43773859	0.946505726	8.763941908	8.763941908	3.943773859	4.338151244	4.338151244	4.338151244	7.887547717	7.887547717	7.887547717	0	7.887547717	2.190985477	0	3.943773859	4.381970954	7.449350622	7.449350622	7.449350622	3.067379668	0.788754772	0	4.338151244	0	7.887547717	3.470520996	7.887547717	9.311688277	9.311688277	18.62337655	0
57	40.17954823	0.964309158	8.928788495	8.928788495	4.017954823	4.419750305	4.419750305	4.419750305	8.035909646	8.035909646	8.035909646	0	8.035909646	2.232197124	0	4.017954823	4.464394248	7.589470221	7.589470221	7.589470221	3.125075973	0.803590965	0	4.419750305	0	8.035909646	3.535800244	8.035909646	9.486837776	9.486837776	18.97367555	0
58	40.93531104	0.982447465	9.096735788	9.096735788	4.093531104	4.502884215	4.502884215	4.502884215	8.187062209	8.187062209	8.187062209	0	8.187062209	2.274183947	0	4.093531104	4.548367894	7.73222542	7.73222542	7.73222542	3.183857526	0.818706221	0	4.502884215	0	8.187062209	3.602307372	8.187062209	9.665281774	9.665281774	19.33056355	0
59	41.70528949	1.000926948	9.267842108	9.267842108	4.170528949	4.587581843	4.587581843	4.587581843	8.341057897	8.341057897	8.341057897	0	8.341057897	2.316960527	0	4.170528949	4.633921054	7.877665792	7.877665792	7.877665792	3.243744738	0.83410579	0	4.587581843	0	8.341057897	3.670065475	8.341057897	9.84708224	9.84708224	19.69416448	0
60	42.48975094	1.019754023	9.442166877	9.442166877	4.248975094	4.673872604	4.673872604	4.673872604	8.497950189	8.497950189	8.497950189	0	8.497950189	2.360541719	0	4.248975094	4.721083438	8.025841845	8.025841845	8.025841845	3.304758407	0.849795019	0	4.673872604	0	8.497950189	3.739098083	8.497950189	10.03230231	10.03230231	20.06460461	0
61	43.04770765	1.033144984	9.566157257	9.566157257	4.304770765	4.735247842	4.735247842	4.735247842	8.609541531	8.609541531	8.609541531	0	8.609541531	2.391539314	0	4.304770765	4.783078628	8.131233668	8.131233668	8.131233668	3.34815504	0.860954153	0	4.735247842	0	8.609541531	3.788198274	8.609541531	10.16404209	10.16404209	20.32808417	0
62	43.61615933	1.046787824	9.692479851	9.692479851	4.361615933	4.797777526	4.797777526	4.797777526	8.723231866	8.723231866	8.723231866	0	8.723231866	2.423119963	0	4.361615933	4.846239926	8.238607873	8.238607873	8.238607873	3.392367948	0.872323187	0	4.797777526	0	8.723231866	3.838222021	8.723231866	10.29825984	10.29825984	20.59651968	0
63	44.19530338	1.060687281	9.821178528	9.821178528	4.419530338	4.861483371	4.861483371	4.861483371	8.839060675	8.839060675	8.839060675	0	8.839060675	2.455294632	0	4.419530338	4.910589264	8.348001749	8.348001749	8.348001749	3.437412485	0.883906068	0	4.861483371	0	8.839060675	3.889186697	8.839060675	10.43500219	10.43500219	20.87000437	0
64	44.78534091	1.074848182	9.952297981	9.952297981	4.478534091	4.9263875	4.9263875	4.9263875	8.957068182	8.957068182	8.957068182	0	8.957068182	2.488074495	0	4.478534091	4.97614899	8.459453283	8.459453283	8.459453283	3.483304293	0.895706818	0	4.9263875	0	8.957068182	3.94111	8.957068182	10.5743166	10.5743166	21.14863321	0
65	45.38647684	1.089275444	10.08588374	10.08588374	4.538647684	4.992512453	4.992512453	4.992512453	9.077295368	9.077295368	9.077295368	0	9.077295368	2.521470936	0	4.538647684	5.042941871	8.573001181	8.573001181	8.573001181	3.53005931	0.907729537	0	4.992512453	0	9.077295368	3.994009962	9.077295368	10.71625148	10.71625148	21.43250295	0
66	45.99891992	1.103974078	10.2219822	10.2219822	4.599891992	5.059881191	5.059881191	5.059881191	9.199783984	9.199783984	9.199783984	0	9.199783984	2.555495551	0	4.599891992	5.110991102	8.688684874	8.688684874	8.688684874	3.577693772	0.919978398	0	5.059881191	0	9.199783984	4.047904953	9.199783984	10.86085609	10.86085609	21.72171219	0
67	46.62288284	1.118949188	10.36064063	10.36064063	4.662288284	5.128517112	5.128517112	5.128517112	9.324576567	9.324576567	9.324576567	0	9.324576567	2.590160158	0	4.662288284	5.180320315	8.806544536	8.806544536	8.806544536	3.626224221	0.932457657	0	5.128517112	0	9.324576567	4.10281369	9.324576567	11.00818067	11.00818067	22.01636134	0
68	47.25858227	1.134205974	10.50190717	10.50190717	4.725858227	5.198444049	5.198444049	5.198444049	9.451716453	9.451716453	9.451716453	0	9.451716453	2.625476793	0	4.725858227	5.250953585	8.926621095	8.926621095	8.926621095	3.67566751	0.945171645	0	5.198444049	0	9.451716453	4.15875524	9.451716453	11.15827637	11.15827637	22.31655274	0
69	47.90623898	1.149749735	10.64583088	10.64583088	4.790623898	5.269686287	5.269686287	5.269686287	9.581247795	9.581247795	9.581247795	0	9.581247795	2.661457721	0	4.790623898	5.322915442	9.048956251	9.048956251	9.048956251	3.726040809	0.95812478	0	5.269686287	0	9.581247795	4.21574903	9.581247795	11.31119531	11.31119531	22.62239063	0
70	48.56607787	1.165585869	10.79246175	10.79246175	4.856607787	5.342268566	5.342268566	5.342268566	9.713215574	9.713215574	9.713215574	0	9.713215574	2.698115437	0	4.856607787	5.396230875	9.173592487	9.173592487	9.173592487	3.777361612	0.971321557	0	5.342268566	0	9.713215574	4.273814853	9.713215574	11.46699061	11.46699061	22.93398122	0
71	49.2383281	1.181719874	10.94185069	10.94185069	4.92383281	5.416216091	5.416216091	5.416216091	9.84766562	9.84766562	9.84766562	0	9.84766562	2.735462672	0	4.92383281	5.470925345	9.300573086	9.300573086	9.300573086	3.829647741	0.984766562	0	5.416216091	0	9.84766562	4.332972873	9.84766562	11.62571636	11.62571636	23.25143271	0
72	49.92322311	1.198157355	11.09404958	11.09404958	4.992322311	5.491554543	5.491554543	5.491554543	9.984644623	9.984644623	9.984644623	0	9.984644623	2.773512395	0	4.992322311	5.547024791	9.429942144	9.429942144	9.429942144	3.882917353	0.998464462	0	5.491554543	0	9.984644623	4.393243634	9.984644623	11.78742768	11.78742768	23.57485536	0
73	50.62100076	1.214904018	11.24911128	11.24911128	5.062100076	5.568310083	5.568310083	5.568310083	10.12420015	10.12420015	10.12420015	0	10.12420015	2.81227782	0	5.062100076	5.62455564	9.561744587	9.561744587	9.561744587	3.937188948	1.012420015	0	5.568310083	0	10.12420015	4.454648067	10.12420015	11.95218073	11.95218073	23.90436147	0
74	51.33190334	1.23196568	11.40708963	11.40708963	5.133190334	5.646509368	5.646509368	5.646509368	10.26638067	10.26638067	10.26638067	0	10.26638067	2.851772408	0	5.133190334	5.703544816	9.696026187	9.696026187	9.696026187	3.992481371	1.026638067	0	5.646509368	0	10.26638067	4.517207494	10.26638067	12.12003273	12.12003273	24.24006547	0
75	52.05617775	1.249348266	11.5680395	11.5680395	5.205617775	5.726179553	5.726179553	5.726179553	10.41123555	10.41123555	10.41123555	0	10.41123555	2.892009875	0	5.205617775	5.78401975	9.832833576	9.832833576	9.832833576	4.048813825	1.041123555	0	5.726179553	0	10.41123555	4.580943642	10.41123555	12.29104197	12.29104197	24.58208394	0
76	52.7940755	1.267057812	11.73201678	11.73201678	5.27940755	5.807348305	5.807348305	5.807348305	10.5588151	10.5588151	10.5588151	0	10.5588151	2.933004195	0	5.27940755	5.866008389	9.972214262	9.972214262	9.972214262	4.106205872	1.05588151	0	5.807348305	0	10.5588151	4.645878644	10.5588151	12.46526783	12.46526783	24.93053565	0
77	53.54585284	1.285100468	11.89907841	11.89907841	5.354585284	5.890043813	5.890043813	5.890043813	10.70917057	10.70917057	10.70917057	0	10.70917057	2.974769602	0	5.354585284	5.949539205	10.11421665	10.11421665	10.11421665	4.164677443	1.070917057	0	5.890043813	0	10.70917057	4.71203505	10.70917057	12.64277081	12.64277081	25.28554162	0
